lng,lat,name,strasse,hausnr,plz,ort,anlage,kategorie,zugaenglichkeit,beschreibung,website
8.70834827888449,47.3489079817604,Berufsfachschule Uster,Krämerackerstrasse,15,8610,Uster,Bildungszentrum Uster,Schule: Berufsschule,halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),,
8.71076913927154,47.3595824697975,Kinderkrippe Schatzkiste,Lorenweg,1,8610,Uster,,Kinderbetreuung: FEB-Kita,Räumlichkeiten,,
8.6998025013558,47.3491908967483,Kindergarten Wanne,Peierackerweg,3,8610,Uster,,Schule: Kindergarten,nicht-öffentlicher Raum,,http://www.uster.ch/de/bildung/primarschule/kindergarten/?action=showschule&schule_id=362
8.72982355704067,47.3545626152648,Schulhaus Weidli,Rehbühlstrasse,30,8610,Uster,,Schule: Sekundarschule,halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),,
8.7157810921028,47.3470768573852,kjz Uster,Schulweg,4,8610,Uster,,"Anlaufstelle: Kindheit, Jugend und Familie",Räumlichkeiten,,
8.71540327177839,47.3466482264452,Schulhaus Dorf,Schulweg,6,8610,Uster,,Schule: Primarschule,halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),,http://www.uster.ch/de/bildung/primarschule/primarschulhaus/?action=showschule&schule_id=501
8.70119355099444,47.3438760201839,KiTa Seegarten,Seefeldstrasse,4a,8610,Uster,,Kinderbetreuung: FEB-Kita,Räumlichkeiten,,
8.70296480677617,47.3437990862202,Schulhaus Niederuster,Seestrasse,109,8610,Uster,Schulanlage Niederuster,Schule: Primarschule,halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),,http://www.uster.ch/de/bildung/primarschule/primarschulhaus/?action=showschule&schule_id=507
8.70296480677617,47.3437990862202,Kindergarten Niederuster,Seestrasse,109,8610,Uster,Schulanlage Niederuster,Schule: Kindergarten,halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),,http://www.uster.ch/de/bildung/primarschule/kindergarten/?action=showschule&schule_id=353
8.73551094886231,47.3428030059748,Kindergarten Stöcklerstrasse,Stöcklerstrasse,9,8610,Uster,,Schule: Kindergarten,nicht-öffentlicher Raum,,http://www.uster.ch/de/bildung/primarschule/kindergarten/?action=showschule&schule_id=358
8.73438262896826,47.3410090764875,Spielgruppe Ameisinäscht,Tännbergstrasse,1,8610,Uster,,Kinderbetreuung: Spielgruppe,Räumlichkeiten,,www.ameisinaescht.ch
8.71654567482646,47.350869038107,Ludothek Uster,Tannenzaunstrasse,8,8610,Uster,,Freizeitanlage: Bibliothek/Ludothek,Räumlichkeiten,,http://ludothek-uster.ch/
8.70881875140089,47.3594369983282,KiTa Zipfelchappe,Uster West,30,8610,Uster,,Kinderbetreuung: nicht-FEB-Kita,Räumlichkeiten,,
8.7283663882433,47.3511280795966,Krippe Rösligarten,Wagerenstrasse,47,8610,Uster,,Kinderbetreuung: nicht-FEB-Kita,Räumlichkeiten,,
8.70792310204767,47.3467246859391,Kinderkrippe und Hort Ramba Zamba,Weiherallee,3,8610,Uster,,Kinderbetreuung: FEB-Kita,Räumlichkeiten,,
8.7315245395873,47.3562211163885,Kindergarten Weidli,Wermatswilerstrasse,88,8610,Uster,Schulanlage Weidli,Schule: Kindergarten,halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),,http://www.uster.ch/de/bildung/primarschule/kindergarten/?action=showschule&schule_id=363
8.7016126738416,47.35155901135,Spielgruppe Sonnenberg,Wildsbergstrasse,22,8610,Uster,,Kinderbetreuung: Spielgruppe,Räumlichkeiten,,www.spielgruppe-sonnenberg.ch 
8.71322017805884,47.3544693848349,Spielgruppe WACkelöhrli,Winterthurerstrasse,18,8610,Uster,,Kinderbetreuung: Spielgruppe,Räumlichkeiten,,www.wac.ch
8.71586874967885,47.3397499191191,Schulhäuser Talacker,Wührestrasse,10,8610,Uster,Schulanlage Talacker,Schule: Primarschule,halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),,http://www.uster.ch/de/bildung/primarschule/primarschulhaus/?action=showschule&schule_id=511
8.71586874967885,47.3397499191191,Kindergarten Talacker,Wührestrasse,10,8610,Uster,Schulanlage Talacker,Schule: Kindergarten,halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),,http://www.uster.ch/de/bildung/primarschule/kindergarten/?action=showschule&schule_id=359
8.71806534416894,47.3408154319032,Waldkinder Uster,Wührestrasse,63,8610,Uster,,Kinderbetreuung: Spielgruppe,Räumlichkeiten,,www.waldkinderuster.ch
8.71673791953454,47.346846987132,Mütter- und Väterberatung kjz Uster,Zentralstrasse,32,8610,Uster,Familienzentrum,"Anlaufstelle: Kindheit, Jugend und Familie",Räumlichkeiten,,
8.71673791953454,47.346846987132,Elterntreffpunkt Familienzentrum,Zentralstrasse,32,8610,Uster,Familienzentrum,Freizeitanlage: Gemeinschaftszentrum,Räumlichkeiten,,
8.71673791953454,47.346846987132,Familienzentrum Uster,Zentralstrasse,32,8610,Uster,Familienzentrum,"Anlaufstelle: Kindheit, Jugend und Familie",Räumlichkeiten,,https://familienzentrum-uster.ch/
8.71673791953454,47.346846987132,Spielgruppe Lindos Matices,Zentralstrasse,32,8610,Uster,Familienzentrum,Kinderbetreuung: Spielgruppe,Räumlichkeiten,,www.familienzentrum-uster.ch/angebote-leistungen/spanisch-fuer-kinder-los-colores-de-mi-tierra/
8.71673791953454,47.346846987132,Spielgruppe BiLiKiD,Zentralstrasse,32,8610,Uster,Familienzentrum,Kinderbetreuung: Spielgruppe,Räumlichkeiten,,www.bilikid.ch
8.71673791953454,47.346846987132,Spielgruppe Traumland,Zentralstrasse,32,8610,Uster,,Kinderbetreuung: Spielgruppe,Räumlichkeiten,,www.familienzentrum-uster.ch/angebote-leistungen/spielgruppe-traumland/ 
8.71658965936012,47.3465172699764,Krippe Mary Poppins,Zentralstrasse,36,8610,Uster,,Kinderbetreuung: nicht-FEB-Kita,Räumlichkeiten,,
8.71370961840813,47.3496063610424,Schulhaus Pünt,Zürichstrasse,11,8610,Uster,Schulanlage Pünt,Schule: Primarschule,halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),,http://www.uster.ch/de/bildung/primarschule/primarschulhaus/?action=showschule&schule_id=510
8.71370961840813,47.3496063610424,Kindergarten Pünt,Zürichstrasse,11,8610,Uster,Schulanlage Pünt,Schule: Kindergarten,halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),,http://www.uster.ch/de/bildung/primarschule/kindergarten/?action=showschule&schule_id=355
8.71299639484973,47.3500651418492,frjz Freizeit- und Jugendzentrum,Zürichstrasse,30,8610,Uster,,Freizeitanlage: Gemeinschaftszentrum,Räumlichkeiten,,https://www.frjz.ch/
8.71299639484973,47.3500651418492,Spielgruppe Trückli,Zürichstrasse,30,8610,Uster,frjz Freizeit- und Jugendzentrum,Kinderbetreuung: Spielgruppe,Räumlichkeiten,,www.trueckliuster.jimdofree.com
